generator_type,rho,alpha,delta,K,T,seed,method,concept_re_id_accuracy,assignment_entropy,wrong_memory_reuse_rate,worst_window_dip,worst_window_recovery,budget_normalized_score,final_accuracy,accuracy_auc
sine,10.0,0.25,0.3,10,20,456,FedDrift,0.865,0.162541,0.135,0.071,6,0.002032,0.486,9.2646
sine,10.0,0.25,0.3,10,20,456,IFCA,0.705,0.388399,0.295,0.0722,2,0.00119,0.6348,10.8554
sine,10.0,0.25,0.3,10,20,456,CompressedFedAvg,,,,0.0892,6,0.002457,0.5376,9.3354
sine,10.0,0.25,0.3,10,20,789,FedProTrack,0.95,1.045867,0.05,0.1084,6,0.001123,0.466,8.9836
sine,10.0,0.25,0.3,10,20,789,LocalOnly,,,,0.064,2,,0.4808,9.4362
sine,10.0,0.25,0.3,10,20,789,FedAvg,,,,0.1588,6,,0.4936,9.0322
sine,10.0,0.25,0.3,10,20,789,Oracle,1.0,0.332474,0.0,0.056,2,,0.486,9.594
sine,10.0,0.25,0.3,10,20,789,FedProto,,,,0.2332,5,0.001712,0.6016,10.4087
sine,10.0,0.25,0.3,10,20,789,TrackedSummary,0.735,0.0,0.265,0.1592,6,0.000855,0.505,9.0926
sine,10.0,0.25,0.3,10,20,789,Flash,,,,0.1592,6,0.001994,0.505,9.0926
sine,10.0,0.25,0.3,10,20,789,FedDrift,0.735,0.0,0.265,0.0564,2,0.002062,0.478,9.4029
sine,10.0,0.25,0.3,10,20,789,IFCA,1.0,0.0,0.0,0.1474,6,0.001169,0.5836,10.6634
sine,10.0,0.25,0.3,10,20,789,CompressedFedAvg,,,,0.161,6,0.002388,0.503,9.073
sine,10.0,0.25,0.3,10,20,1024,FedProTrack,0.885,0.770701,0.115,0.0584,1,0.001167,0.5172,9.3382
sine,10.0,0.25,0.3,10,20,1024,LocalOnly,,,,0.0764,3,,0.4784,9.3096
sine,10.0,0.25,0.3,10,20,1024,FedAvg,,,,0.1808,6,,0.498,9.0678
sine,10.0,0.25,0.3,10,20,1024,Oracle,1.0,0.285677,0.0,0.0708,2,,0.494,9.4834
sine,10.0,0.25,0.3,10,20,1024,FedProto,,,,0.246,6,0.001662,0.5844,10.1065
sine,10.0,0.25,0.3,10,20,1024,TrackedSummary,0.675,0.0,0.325,0.1694,6,0.000855,0.492,9.0989
sine,10.0,0.25,0.3,10,20,1024,Flash,,,,0.1694,6,0.001995,0.492,9.0989
sine,10.0,0.25,0.3,10,20,1024,FedDrift,0.675,0.0,0.325,0.0638,4,0.002052,0.4748,9.3571
sine,10.0,0.25,0.3,10,20,1024,IFCA,0.985,0.048762,0.015,0.1822,5,0.001187,0.567,10.8209
sine,10.0,0.25,0.3,10,20,1024,CompressedFedAvg,,,,0.1564,6,0.002381,0.4864,9.0469
sine,10.0,0.25,0.5,10,20,42,FedProTrack,0.88,1.064314,0.12,0.1164,3,0.001402,0.5572,11.2156
sine,10.0,0.25,0.5,10,20,42,LocalOnly,,,,0.0764,5,,0.5336,9.6162
sine,10.0,0.25,0.5,10,20,42,FedAvg,,,,0.1088,6,,0.5068,9.3828
sine,10.0,0.25,0.5,10,20,42,Oracle,1.0,0.302386,0.0,0.0604,5,,0.5488,9.6874
sine,10.0,0.25,0.5,10,20,42,FedProto,,,,0.1316,4,0.001959,0.5736,11.9088
sine,10.0,0.25,0.5,10,20,42,TrackedSummary,0.87,0.0,0.13,0.1078,6,0.000876,0.5054,9.3199
sine,10.0,0.25,0.5,10,20,42,Flash,,,,0.1078,6,0.002044,0.5054,9.3199
sine,10.0,0.25,0.5,10,20,42,FedDrift,0.86,0.032508,0.14,0.0766,5,0.00206,0.4992,9.3914
sine,10.0,0.25,0.5,10,20,42,IFCA,0.955,0.028117,0.045,0.0766,2,0.00116,0.5666,10.5759
sine,10.0,0.25,0.5,10,20,42,CompressedFedAvg,,,,0.1048,6,0.00246,0.5046,9.3481
sine,10.0,0.25,0.5,10,20,123,FedProTrack,0.9,1.122327,0.1,0.0968,3,0.001417,0.6076,11.3344
sine,10.0,0.25,0.5,10,20,123,LocalOnly,,,,0.0652,6,,0.52,9.3434
sine,10.0,0.25,0.5,10,20,123,FedAvg,,,,0.1156,6,,0.534,9.372
sine,10.0,0.25,0.5,10,20,123,Oracle,1.0,0.272981,0.0,0.074,6,,0.5264,9.3674
sine,10.0,0.25,0.5,10,20,123,FedProto,,,,0.1148,4,0.001971,0.637,11.9866
sine,10.0,0.25,0.5,10,20,123,TrackedSummary,0.89,0.0,0.11,0.1188,6,0.000875,0.5328,9.3103
sine,10.0,0.25,0.5,10,20,123,Flash,,,,0.1188,6,0.002042,0.5328,9.3103
sine,10.0,0.25,0.5,10,20,123,FedDrift,0.89,0.0,0.11,0.0744,6,0.001993,0.4998,9.0864
sine,10.0,0.25,0.5,10,20,123,IFCA,0.92,0.097431,0.08,0.0474,2,0.001171,0.6022,10.6836
sine,10.0,0.25,0.5,10,20,123,CompressedFedAvg,,,,0.0978,6,0.002459,0.5302,9.3424
sine,10.0,0.25,0.5,10,20,456,FedProTrack,0.935,1.039961,0.065,0.1728,6,0.000926,0.4904,7.4074
sine,10.0,0.25,0.5,10,20,456,LocalOnly,,,,0.0552,4,,0.5168,9.4978
sine,10.0,0.25,0.5,10,20,456,FedAvg,,,,0.0864,6,,0.5424,9.4778
sine,10.0,0.25,0.5,10,20,456,Oracle,1.0,0.243125,0.0,0.0528,4,,0.52,9.5214
sine,10.0,0.25,0.5,10,20,456,FedProto,,,,0.1208,4,0.002002,0.6924,12.1698
sine,10.0,0.25,0.5,10,20,456,TrackedSummary,0.915,0.0,0.085,0.1012,6,0.000876,0.545,9.3237
sine,10.0,0.25,0.5,10,20,456,Flash,,,,0.1012,6,0.002045,0.545,9.3237
sine,10.0,0.25,0.5,10,20,456,FedDrift,0.86,0.178796,0.14,0.0818,6,0.002015,0.487,9.1895
sine,10.0,0.25,0.5,10,20,456,IFCA,0.8,0.411177,0.2,0.0742,2,0.001197,0.6412,10.9122
sine,10.0,0.25,0.5,10,20,456,CompressedFedAvg,,,,0.1016,6,0.002453,0.5412,9.322
sine,10.0,0.25,0.5,10,20,789,FedProTrack,0.95,1.034287,0.05,0.1036,6,0.001129,0.4656,9.0302
sine,10.0,0.25,0.5,10,20,789,LocalOnly,,,,0.0736,6,,0.466,9.4084
sine,10.0,0.25,0.5,10,20,789,FedAvg,,,,0.2104,6,,0.4944,8.9334
sine,10.0,0.25,0.5,10,20,789,Oracle,1.0,0.332474,0.0,0.058,4,,0.4856,9.6154
sine,10.0,0.25,0.5,10,20,789,FedProto,,,,0.3146,6,0.001759,0.6368,10.6955
sine,10.0,0.25,0.5,10,20,789,TrackedSummary,0.735,0.0,0.265,0.1994,6,0.000846,0.5034,9.0044
sine,10.0,0.25,0.5,10,20,789,Flash,,,,0.1994,6,0.001975,0.5034,9.0044
sine,10.0,0.25,0.5,10,20,789,FedDrift,0.735,0.0,0.265,0.0708,5,0.002055,0.474,9.3725
sine,10.0,0.25,0.5,10,20,789,IFCA,1.0,0.0,0.0,0.1772,6,0.001178,0.5932,10.742
sine,10.0,0.25,0.5,10,20,789,CompressedFedAvg,,,,0.202,6,0.002363,0.4988,8.9799
sine,10.0,0.25,0.5,10,20,1024,FedProTrack,0.895,0.778198,0.105,0.1048,6,0.001173,0.5192,9.3856
sine,10.0,0.25,0.5,10,20,1024,LocalOnly,,,,0.0836,6,,0.462,9.2546
sine,10.0,0.25,0.5,10,20,1024,FedAvg,,,,0.2384,6,,0.494,8.917
sine,10.0,0.25,0.5,10,20,1024,Oracle,1.0,0.285677,0.0,0.0744,1,,0.4828,9.4722
sine,10.0,0.25,0.5,10,20,1024,FedProto,,,,0.3204,6,0.001696,0.6118,10.311
sine,10.0,0.25,0.5,10,20,1024,TrackedSummary,0.675,0.0,0.325,0.219,6,0.000845,0.4876,8.9897
sine,10.0,0.25,0.5,10,20,1024,Flash,,,,0.219,6,0.001971,0.4876,8.9897
sine,10.0,0.25,0.5,10,20,1024,FedDrift,0.675,0.0,0.325,0.0836,6,0.002038,0.4702,9.2936
sine,10.0,0.25,0.5,10,20,1024,IFCA,0.865,0.389853,0.135,0.2126,6,0.001192,0.5732,10.8671
sine,10.0,0.25,0.5,10,20,1024,CompressedFedAvg,,,,0.2068,6,0.002347,0.487,8.9174
sine,10.0,0.25,0.7,10,20,42,FedProTrack,0.88,1.083504,0.12,0.1652,4,0.001487,0.5868,11.896
sine,10.0,0.25,0.7,10,20,42,LocalOnly,,,,0.0752,3,,0.5512,9.651
sine,10.0,0.25,0.7,10,20,42,FedAvg,,,,0.1068,6,,0.5116,9.5044
sine,10.0,0.25,0.7,10,20,42,Oracle,1.0,0.302386,0.0,0.0568,5,,0.5652,9.7652
sine,10.0,0.25,0.7,10,20,42,FedProto,,,,0.2024,6,0.002133,0.6018,12.9683
sine,10.0,0.25,0.7,10,20,42,TrackedSummary,0.87,0.0,0.13,0.119,6,0.000883,0.5096,9.3956
sine,10.0,0.25,0.7,10,20,42,Flash,,,,0.119,6,0.00206,0.5096,9.3956
sine,10.0,0.25,0.7,10,20,42,FedDrift,0.86,0.032508,0.14,0.0838,6,0.002039,0.5018,9.2969
sine,10.0,0.25,0.7,10,20,42,IFCA,0.955,0.028117,0.045,0.0762,2,0.001127,0.5584,10.2792
sine,10.0,0.25,0.7,10,20,42,CompressedFedAvg,,,,0.1236,6,0.002474,0.5072,9.4008
sine,10.0,0.25,0.7,10,20,123,FedProTrack,0.925,0.992983,0.075,0.0996,3,0.00145,0.6288,11.5982
sine,10.0,0.25,0.7,10,20,123,LocalOnly,,,,0.0668,6,,0.5252,9.3744
sine,10.0,0.25,0.7,10,20,123,FedAvg,,,,0.1116,6,,0.5392,9.4574
sine,10.0,0.25,0.7,10,20,123,Oracle,1.0,0.272981,0.0,0.0744,6,,0.5296,9.3938
sine,10.0,0.25,0.7,10,20,123,FedProto,,,,0.1618,4,0.002157,0.7048,13.1131
sine,10.0,0.25,0.7,10,20,123,TrackedSummary,0.89,0.0,0.11,0.1252,6,0.000882,0.5352,9.3799
sine,10.0,0.25,0.7,10,20,123,Flash,,,,0.1252,6,0.002057,0.5352,9.3799
sine,10.0,0.25,0.7,10,20,123,FedDrift,0.89,0.0,0.11,0.085,6,0.001943,0.4954,8.8598
sine,10.0,0.25,0.7,10,20,123,IFCA,0.975,0.031826,0.025,0.0482,2,0.001151,0.5912,10.4955
sine,10.0,0.25,0.7,10,20,123,CompressedFedAvg,,,,0.102,6,0.002484,0.533,9.44
sine,10.0,0.25,0.7,10,20,456,FedProTrack,0.935,1.032091,0.065,0.1912,6,0.000844,0.5148,6.7556
sine,10.0,0.25,0.7,10,20,456,LocalOnly,,,,0.0492,1,,0.5132,9.5452
sine,10.0,0.25,0.7,10,20,456,FedAvg,,,,0.0856,6,,0.538,9.5448
sine,10.0,0.25,0.7,10,20,456,Oracle,1.0,0.243125,0.0,0.0484,1,,0.5188,9.5644
sine,10.0,0.25,0.7,10,20,456,FedProto,,,,0.1672,5,0.002204,0.7704,13.401
sine,10.0,0.25,0.7,10,20,456,TrackedSummary,0.915,0.0,0.085,0.114,6,0.000882,0.5418,9.3797
sine,10.0,0.25,0.7,10,20,456,Flash,,,,0.114,6,0.002057,0.5418,9.3797
sine,10.0,0.25,0.7,10,20,456,FedDrift,0.83,0.266455,0.17,0.088,6,0.002045,0.52,9.3234
sine,10.0,0.25,0.7,10,20,456,IFCA,0.87,0.309697,0.13,0.072,4,0.001163,0.6046,10.6091
sine,10.0,0.25,0.7,10,20,456,CompressedFedAvg,,,,0.1164,6,0.002466,0.54,9.3708
sine,10.0,0.25,0.7,10,20,789,FedProTrack,0.955,0.965286,0.045,0.0916,6,0.001131,0.4652,9.0512
sine,10.0,0.25,0.7,10,20,789,LocalOnly,,,,0.088,6,,0.4472,9.381
sine,10.0,0.25,0.7,10,20,789,FedAvg,,,,0.2832,6,,0.5056,8.8646
sine,10.0,0.25,0.7,10,20,789,Oracle,1.0,0.332474,0.0,0.0704,4,,0.494,9.6844
sine,10.0,0.25,0.7,10,20,789,FedProto,,,,0.4592,6,0.001855,0.7034,11.2768
sine,10.0,0.25,0.7,10,20,789,TrackedSummary,0.735,0.0,0.265,0.2642,6,0.000842,0.5096,8.9607
sine,10.0,0.25,0.7,10,20,789,Flash,,,,0.2642,6,0.001965,0.5096,8.9607
sine,10.0,0.25,0.7,10,20,789,FedDrift,0.735,0.0,0.265,0.0974,6,0.002065,0.4812,9.4161
sine,10.0,0.25,0.7,10,20,789,IFCA,1.0,0.0,0.0,0.1978,6,0.001164,0.5832,10.6139
sine,10.0,0.25,0.7,10,20,789,CompressedFedAvg,,,,0.267,6,0.002348,0.5054,8.9234
sine,10.0,0.25,0.7,10,20,1024,FedProTrack,0.925,0.752379,0.075,0.1144,6,0.00117,0.5216,9.3596
sine,10.0,0.25,0.7,10,20,1024,LocalOnly,,,,0.0888,6,,0.448,9.2044
sine,10.0,0.25,0.7,10,20,1024,FedAvg,,,,0.3312,6,,0.4856,8.7172
sine,10.0,0.25,0.7,10,20,1024,Oracle,1.0,0.285677,0.0,0.078,1,,0.47,9.4734
sine,10.0,0.25,0.7,10,20,1024,FedProto,,,,0.461,6,0.001752,0.6552,10.6521
sine,10.0,0.25,0.7,10,20,1024,TrackedSummary,0.675,0.0,0.325,0.307,6,0.000833,0.4894,8.8598
sine,10.0,0.25,0.7,10,20,1024,Flash,,,,0.307,6,0.001943,0.4894,8.8598
sine,10.0,0.25,0.7,10,20,1024,FedDrift,0.675,0.0,0.325,0.1034,6,0.002026,0.4528,9.2407
sine,10.0,0.25,0.7,10,20,1024,IFCA,0.69,0.363602,0.31,0.2272,5,0.001218,0.5982,11.1127
sine,10.0,0.25,0.7,10,20,1024,CompressedFedAvg,,,,0.2856,6,0.002315,0.4862,8.7968
sine,10.0,0.25,1.0,10,20,42,FedProTrack,0.895,1.004814,0.105,0.24,6,0.001612,0.6196,12.8968
sine,10.0,0.25,1.0,10,20,42,LocalOnly,,,,0.1028,3,,0.5628,9.7016
sine,10.0,0.25,1.0,10,20,42,FedAvg,,,,0.0996,3,,0.5152,9.8014
sine,10.0,0.25,1.0,10,20,42,Oracle,1.0,0.302386,0.0,0.0764,5,,0.5804,9.8888
sine,10.0,0.25,1.0,10,20,42,FedProto,,,,0.3814,6,0.002625,0.6854,15.9583
sine,10.0,0.25,1.0,10,20,42,TrackedSummary,0.87,0.0,0.13,0.1324,4,0.00091,0.5114,9.6817
sine,10.0,0.25,1.0,10,20,42,Flash,,,,0.1324,4,0.002123,0.5114,9.6817
sine,10.0,0.25,1.0,10,20,42,FedDrift,0.87,0.0,0.13,0.113,6,0.00197,0.4946,8.9821
sine,10.0,0.25,1.0,10,20,42,IFCA,0.96,0.031826,0.04,0.0352,1,0.00108,0.5212,9.8507
sine,10.0,0.25,1.0,10,20,42,CompressedFedAvg,,,,0.169,4,0.002537,0.5112,9.642
sine,10.0,0.25,1.0,10,20,123,FedProTrack,0.965,0.981457,0.035,0.1108,4,0.001426,0.6096,11.411
sine,10.0,0.25,1.0,10,20,123,LocalOnly,,,,0.06,6,,0.538,9.496
sine,10.0,0.25,1.0,10,20,123,FedAvg,,,,0.1088,6,,0.5408,9.725
sine,10.0,0.25,1.0,10,20,123,Oracle,1.0,0.272981,0.0,0.074,6,,0.5424,9.5118
sine,10.0,0.25,1.0,10,20,123,FedProto,,,,0.2882,4,0.002663,0.8734,16.1908
sine,10.0,0.25,1.0,10,20,123,TrackedSummary,0.89,0.0,0.11,0.126,6,0.000907,0.541,9.6524
sine,10.0,0.25,1.0,10,20,123,Flash,,,,0.126,6,0.002117,0.541,9.6524
sine,10.0,0.25,1.0,10,20,123,FedDrift,0.89,0.0,0.11,0.1154,6,0.001885,0.507,8.5938
sine,10.0,0.25,1.0,10,20,123,IFCA,0.98,0.031826,0.02,0.023,0,0.001089,0.547,9.9283
sine,10.0,0.25,1.0,10,20,123,CompressedFedAvg,,,,0.1074,6,0.002565,0.541,9.7452
sine,10.0,0.25,1.0,10,20,456,FedProTrack,0.925,0.895818,0.075,0.3288,6,0.000746,0.5376,5.9678
sine,10.0,0.25,1.0,10,20,456,LocalOnly,,,,0.048,4,,0.5184,9.7146
sine,10.0,0.25,1.0,10,20,456,FedAvg,,,,0.0828,3,,0.5376,9.8786
sine,10.0,0.25,1.0,10,20,456,Oracle,1.0,0.243125,0.0,0.0456,4,,0.522,9.7352
sine,10.0,0.25,1.0,10,20,456,FedProto,,,,0.2872,5,0.00275,0.9758,16.7221
sine,10.0,0.25,1.0,10,20,456,TrackedSummary,0.915,0.0,0.085,0.121,5,0.000911,0.5396,9.6878
sine,10.0,0.25,1.0,10,20,456,Flash,,,,0.121,5,0.002125,0.5396,9.6878
sine,10.0,0.25,1.0,10,20,456,FedDrift,0.86,0.178796,0.14,0.098,6,0.001996,0.5004,9.1016
sine,10.0,0.25,1.0,10,20,456,IFCA,0.88,0.241334,0.12,0.0828,6,0.001118,0.5414,10.1939
sine,10.0,0.25,1.0,10,20,456,CompressedFedAvg,,,,0.1484,5,0.002538,0.5396,9.6462
sine,10.0,0.25,1.0,10,20,789,FedProTrack,0.97,0.885798,0.03,0.0916,6,0.001132,0.4648,9.0542
sine,10.0,0.25,1.0,10,20,789,LocalOnly,,,,0.0944,6,,0.4488,9.3438
sine,10.0,0.25,1.0,10,20,789,FedAvg,,,,0.3832,6,,0.5316,8.8728
sine,10.0,0.25,1.0,10,20,789,Oracle,1.0,0.332474,0.0,0.0764,6,,0.5092,9.7144
sine,10.0,0.25,1.0,10,20,789,FedProto,,,,0.8492,6,0.002091,0.8694,12.711
sine,10.0,0.25,1.0,10,20,789,TrackedSummary,0.735,0.0,0.265,0.3554,6,0.000846,0.5308,8.9999
sine,10.0,0.25,1.0,10,20,789,Flash,,,,0.3554,6,0.001974,0.5308,8.9999
sine,10.0,0.25,1.0,10,20,789,FedDrift,0.735,0.0,0.265,0.1326,6,0.00212,0.4986,9.666
sine,10.0,0.25,1.0,10,20,789,IFCA,1.0,0.0,0.0,0.135,6,0.001108,0.5364,10.1088
sine,10.0,0.25,1.0,10,20,789,CompressedFedAvg,,,,0.376,6,0.002338,0.5306,8.8826
sine,10.0,0.25,1.0,10,20,1024,FedProTrack,0.925,0.707222,0.075,0.144,6,0.00118,0.5344,9.438
sine,10.0,0.25,1.0,10,20,1024,LocalOnly,,,,0.1008,6,,0.4364,9.2486
sine,10.0,0.25,1.0,10,20,1024,FedAvg,,,,0.4888,6,,0.5096,8.504
sine,10.0,0.25,1.0,10,20,1024,Oracle,1.0,0.285677,0.0,0.0824,1,,0.4764,9.553
sine,10.0,0.25,1.0,10,20,1024,FedProto,,,,0.8516,6,0.001904,0.779,11.5758
sine,10.0,0.25,1.0,10,20,1024,TrackedSummary,0.675,0.0,0.325,0.4362,6,0.000828,0.5196,8.8127
sine,10.0,0.25,1.0,10,20,1024,Flash,,,,0.4362,6,0.001933,0.5196,8.8127
sine,10.0,0.25,1.0,10,20,1024,FedDrift,0.675,0.0,0.325,0.144,6,0.002135,0.494,9.7337
sine,10.0,0.25,1.0,10,20,1024,IFCA,0.675,0.346287,0.325,0.1724,3,0.001258,0.6212,11.471
sine,10.0,0.25,1.0,10,20,1024,CompressedFedAvg,,,,0.3992,6,0.002273,0.5106,8.638
sine,10.0,0.5,0.1,10,20,42,FedProTrack,0.89,1.141166,0.11,0.0648,3,0.001264,0.54,10.109
sine,10.0,0.5,0.1,10,20,42,LocalOnly,,,,0.066,1,,0.5236,9.6364
sine,10.0,0.5,0.1,10,20,42,FedAvg,,,,0.072,6,,0.494,9.2768
sine,10.0,0.5,0.1,10,20,42,Oracle,1.0,0.545008,0.0,0.0576,1,,0.5316,9.6936
sine,10.0,0.5,0.1,10,20,42,FedProto,,,,0.076,1,0.001713,0.5478,10.4125
sine,10.0,0.5,0.1,10,20,42,TrackedSummary,0.735,0.0,0.265,0.0646,6,0.00087,0.4894,9.2619
sine,10.0,0.5,0.1,10,20,42,Flash,,,,0.0646,6,0.002031,0.4894,9.2619
sine,10.0,0.5,0.1,10,20,42,FedDrift,0.735,0.0,0.265,0.062,1,0.002102,0.5198,9.5829
sine,10.0,0.5,0.1,10,20,42,IFCA,0.935,0.280573,0.065,0.0572,1,0.001101,0.5532,10.0436
sine,10.0,0.5,0.1,10,20,42,CompressedFedAvg,,,,0.0552,6,0.002442,0.4868,9.279
sine,10.0,0.5,0.1,10,20,123,FedProTrack,0.905,1.310356,0.095,0.0688,2,0.001321,0.5748,10.5712
sine,10.0,0.5,0.1,10,20,123,LocalOnly,,,,0.0704,6,,0.5048,9.2622
sine,10.0,0.5,0.1,10,20,123,FedAvg,,,,0.1024,6,,0.5192,9.2654
sine,10.0,0.5,0.1,10,20,123,Oracle,1.0,0.434704,0.0,0.0616,6,,0.514,9.3476
sine,10.0,0.5,0.1,10,20,123,FedProto,,,,0.0942,4,0.001761,0.5808,10.7051
sine,10.0,0.5,0.1,10,20,123,TrackedSummary,0.81,0.0,0.19,0.1012,6,0.000869,0.5198,9.2414
sine,10.0,0.5,0.1,10,20,123,Flash,,,,0.1012,6,0.002027,0.5198,9.2414
sine,10.0,0.5,0.1,10,20,123,FedDrift,0.81,0.0,0.19,0.0652,6,0.00202,0.485,9.2102
sine,10.0,0.5,0.1,10,20,123,IFCA,0.715,0.569349,0.285,0.0406,1,0.001138,0.5576,10.3775
sine,10.0,0.5,0.1,10,20,123,CompressedFedAvg,,,,0.0832,6,0.002436,0.5136,9.2563
sine,10.0,0.5,0.1,10,20,456,FedProTrack,0.935,1.045962,0.065,0.0764,6,0.001064,0.404,8.5082
sine,10.0,0.5,0.1,10,20,456,LocalOnly,,,,0.0484,2,,0.5004,9.3136
sine,10.0,0.5,0.1,10,20,456,FedAvg,,,,0.0508,2,,0.4992,9.201
sine,10.0,0.5,0.1,10,20,456,Oracle,1.0,0.471085,0.0,0.052,2,,0.51,9.3684
sine,10.0,0.5,0.1,10,20,456,FedProto,,,,0.1026,4,0.001737,0.6186,10.5609
sine,10.0,0.5,0.1,10,20,456,TrackedSummary,0.78,0.0,0.22,0.0556,5,0.00086,0.503,9.1457
sine,10.0,0.5,0.1,10,20,456,Flash,,,,0.0556,5,0.002006,0.503,9.1457
sine,10.0,0.5,0.1,10,20,456,FedDrift,0.78,0.0,0.22,0.0494,4,0.002013,0.4804,9.1798
sine,10.0,0.5,0.1,10,20,456,IFCA,0.64,0.552509,0.36,0.0638,3,0.00114,0.6026,10.3963
sine,10.0,0.5,0.1,10,20,456,CompressedFedAvg,,,,0.0576,1,0.00241,0.4994,9.1593
sine,10.0,0.5,0.1,10,20,789,FedProTrack,0.945,1.135451,0.055,0.0588,6,0.001133,0.4708,9.062
sine,10.0,0.5,0.1,10,20,789,LocalOnly,,,,0.0512,2,,0.4868,9.4828
sine,10.0,0.5,0.1,10,20,789,FedAvg,,,,0.0448,6,,0.4936,9.1478
sine,10.0,0.5,0.1,10,20,789,Oracle,1.0,0.494561,0.0,0.0412,2,,0.494,9.62
sine,10.0,0.5,0.1,10,20,789,FedProto,,,,0.0634,2,0.001694,0.5804,10.3017
sine,10.0,0.5,0.1,10,20,789,TrackedSummary,0.72,0.0,0.28,0.0384,3,0.000862,0.5026,9.1766
sine,10.0,0.5,0.1,10,20,789,Flash,,,,0.0384,3,0.002012,0.5026,9.1766
sine,10.0,0.5,0.1,10,20,789,FedDrift,0.72,0.0,0.28,0.0598,2,0.002085,0.4902,9.5066
sine,10.0,0.5,0.1,10,20,789,IFCA,0.71,0.585387,0.29,0.0864,6,0.001136,0.5696,10.3609
sine,10.0,0.5,0.1,10,20,789,CompressedFedAvg,,,,0.0384,3,0.002406,0.5002,9.1428
sine,10.0,0.5,0.1,10,20,1024,FedProTrack,0.915,0.896497,0.085,0.0696,6,0.001202,0.5008,9.6128
sine,10.0,0.5,0.1,10,20,1024,LocalOnly,,,,0.0484,0,,0.4724,9.4182
sine,10.0,0.5,0.1,10,20,1024,FedAvg,,,,0.1288,6,,0.4776,9.34
sine,10.0,0.5,0.1,10,20,1024,Oracle,1.0,0.520273,0.0,0.0388,0,,0.49,9.5654
sine,10.0,0.5,0.1,10,20,1024,FedProto,,,,0.1688,6,0.001578,0.5664,9.5963
sine,10.0,0.5,0.1,10,20,1024,TrackedSummary,0.575,0.0,0.425,0.1152,6,0.000876,0.4704,9.3215
sine,10.0,0.5,0.1,10,20,1024,Flash,,,,0.1152,6,0.002044,0.4704,9.3215
sine,10.0,0.5,0.1,10,20,1024,FedDrift,0.575,0.0,0.425,0.0364,0,0.002059,0.4706,9.3882
sine,10.0,0.5,0.1,10,20,1024,IFCA,0.98,0.061369,0.02,0.1302,3,0.001126,0.5788,10.2731
sine,10.0,0.5,0.1,10,20,1024,CompressedFedAvg,,,,0.114,6,0.002451,0.469,9.3144
sine,10.0,0.5,0.3,10,20,42,FedProTrack,0.88,1.225482,0.12,0.078,1,0.001274,0.546,10.1928
sine,10.0,0.5,0.3,10,20,42,LocalOnly,,,,0.0784,1,,0.5288,9.6498
sine,10.0,0.5,0.3,10,20,42,FedAvg,,,,0.0772,6,,0.4916,9.2468
sine,10.0,0.5,0.3,10,20,42,Oracle,1.0,0.545008,0.0,0.0596,1,,0.54,9.7126
sine,10.0,0.5,0.3,10,20,42,FedProto,,,,0.1024,3,0.001748,0.558,10.6262
sine,10.0,0.5,0.3,10,20,42,TrackedSummary,0.735,0.0,0.265,0.0716,6,0.000867,0.4896,9.227
sine,10.0,0.5,0.3,10,20,42,Flash,,,,0.0716,6,0.002023,0.4896,9.227
sine,10.0,0.5,0.3,10,20,42,FedDrift,0.76,0.178796,0.24,0.057,6,0.002092,0.492,9.5408
sine,10.0,0.5,0.3,10,20,42,IFCA,0.965,0.059942,0.035,0.057,2,0.001109,0.5646,10.1127
sine,10.0,0.5,0.3,10,20,42,CompressedFedAvg,,,,0.0598,6,0.002434,0.4884,9.2484
sine,10.0,0.5,0.3,10,20,123,FedProTrack,0.905,1.30105,0.095,0.0696,2,0.001336,0.588,10.6886
sine,10.0,0.5,0.3,10,20,123,LocalOnly,,,,0.074,6,,0.5068,9.2248
sine,10.0,0.5,0.3,10,20,123,FedAvg,,,,0.1104,6,,0.5176,9.257
sine,10.0,0.5,0.3,10,20,123,Oracle,1.0,0.434704,0.0,0.0664,6,,0.5128,9.3282
sine,10.0,0.5,0.3,10,20,123,FedProto,,,,0.1138,4,0.001811,0.6002,11.0112
sine,10.0,0.5,0.3,10,20,123,TrackedSummary,0.81,0.0,0.19,0.1108,6,0.000865,0.5164,9.2081
sine,10.0,0.5,0.3,10,20,123,Flash,,,,0.1108,6,0.002019,0.5164,9.2081
sine,10.0,0.5,0.3,10,20,123,FedDrift,0.815,0.081271,0.185,0.0698,6,0.002017,0.4984,9.1965
sine,10.0,0.5,0.3,10,20,123,IFCA,0.915,0.198442,0.085,0.0538,1,0.001149,0.5674,10.4813
sine,10.0,0.5,0.3,10,20,123,CompressedFedAvg,,,,0.0874,6,0.002434,0.5106,9.2506
sine,10.0,0.5,0.3,10,20,456,FedProTrack,0.94,1.114609,0.06,0.0932,6,0.001033,0.38,8.2634
sine,10.0,0.5,0.3,10,20,456,LocalOnly,,,,0.0604,4,,0.4996,9.2728
sine,10.0,0.5,0.3,10,20,456,FedAvg,,,,0.0596,2,,0.4956,9.162
sine,10.0,0.5,0.3,10,20,456,Oracle,1.0,0.471085,0.0,0.062,2,,0.51,9.348
sine,10.0,0.5,0.3,10,20,456,FedProto,,,,0.1206,6,0.00178,0.6472,10.8238
sine,10.0,0.5,0.3,10,20,456,TrackedSummary,0.78,0.0,0.22,0.065,6,0.000854,0.5024,9.0912
sine,10.0,0.5,0.3,10,20,456,Flash,,,,0.065,6,0.001994,0.5024,9.0912
